n1,,,,,n2,,,,,n3,,,,,n4,,,,,n5,,,,,n1,,,,,n2,,,,,n3,,,,,n4,,,,,n5,,,
4,3,2,1,,3,4,2,2,,2,2,1,1,,5,4,2,3,,4,4,2,2,,4,5,1,3,,4,4,3,3,,3,3,1,2,,4,5,3,3,,5,5,2,4
3,3,2,1,,5,4,2,3,,2,4,3,1,,4,4,2,3,,3,4,2,3,,5,4,2,3,,3,3,1,2,,4,4,2,2,,4,5,2,3,,4,4,2,4
4,4,3,2,,3,3,1,2,,3,4,4,2,,4,3,3,2,,5,5,4,5,,5,5,2,2,,4,5,2,3,,2,3,1,2,,4,4,2,4,,4,5,2,4
4,3,1,2,,5,5,3,3,,5,4,1,2,,3,4,2,3,,3,4,2,2,,4,5,1,2,,3,3,1,2,,4,5,1,2,,4,4,4,4,,4,5,2,4
3,3,3,1,,4,4,3,2,,3,4,2,2,,3,4,1,2,,4,4,4,4,,3,4,3,2,,4,5,3,5,,4,3,1,2,,3,3,1,2,,4,4,3,3
2,2,1,1,,2,3,1,3,,3,3,2,1,,2,3,1,1,,4,4,3,4,,3,5,1,3,,4,3,1,3,,3,4,2,2,,5,4,2,3,,5,5,4,4
2,2,1,1,,4,4,2,4,,1,2,1,1,,2,4,2,2,,3,4,2,2,,4,4,1,3,,2,,2,3,,3,3,1,2,,4,5,4,3,,4,5,2,4
4,3,3,2,,3,4,2,3,,4,5,2,2,,3,5,1,,,4,5,3,3,,5,4,1,3,,4,4,2,3,,3,4,1,2,,3,3,1,3,,4,4,2,3
4,4,3,2,,4,5,2,4,,4,5,2,2,,3,3,1,2,,3,3,2,2,,2,3,1,2,,2,3,1,1,,3,4,2,2,,3,5,1,3,,4,4,1,3
4,4,3,2,,2,2,1,1,,2,3,3,2,,3,4,3,2,,4,3,3,2,,3,3,2,2,,4,4,3,3,,2,2,1,2,,3,4,1,2,,5,4,3,5
3,4,2,2,,5,4,3,3,,5,2,3,2,,3,3,2,2,,4,4,3,3,,4,4,2,5,,4,5,3,4,,3,5,1,2,,2,3,3,3,,5,5,3,4
3,2,2,3,,2,4,2,2,,3,4,1,2,,4,4,3,3,,4,5,3,3,,3,5,1,3,,3,4,2,3,,5,4,1,3,,2,3,2,3,,3,4,3,4
2,3,2,1,,2,3,2,1,,1,1,1,1,,4,2,2,2,,3,3,2,2,,4,5,2,3,,4,4,2,3,,3,3,1,1,,4,4,3,5,,3,4,2,4
3,3,2,1,,4,4,3,1,,4,2,2,3,,4,5,2,2,,4,5,3,3,,4,4,3,3,,2,2,1,2,,3,3,1,2,,5,2,3,4,,4,5,2,3
4,3,2,2,,2,2,1,2,,4,2,1,3,,3,4,4,2,,3,4,2,3,,4,4,2,4,,2,2,2,2,,5,4,2,2,,3,2,1,4,,3,3,2,3
2,2,2,1,,3,4,1,2,,3,3,1,2,,4,4,2,3,,4,3,2,2,,4,5,1,3,,3,4,2,3,,5,4,1,3,,4,4,2,4,,5,5,4,4
1,1,1,1,,2,3,1,1,,4,4,3,3,,4,5,1,2,,4,4,1,3,,3,4,2,2,,4,5,3,3,,3,4,1,2,,3,3,1,3,,4,5,1,3
1,2,2,1,,4,4,1,3,,3,3,1,2,,3,3,1,2,,4,5,3,3,,3,4,1,3,,4,4,2,3,,1,2,1,1,,4,5,2,3,,4,5,1,3
4,4,2,2,,3,3,2,2,,4,3,1,2,,4,3,2,2,,3,4,1,2,,3,2,1,1,,3,3,1,2,,3,4,1,1,,5,5,3,4,,4,4,3,4
3,3,1,2,,3,3,1,2,,3,3,1,1,,5,5,2,3,,3,2,1,2,,3,4,1,2,,4,4,1,2,,3,2,1,1,,4,2,1,3,,4,4,1,3
3,4,1,1,,3,4,2,3,,3,2,1,1,,4,3,1,2,,4,5,2,1,,3,4,1,2,,3,4,3,2,,4,4,1,1,,5,5,2,4,,4,5,1,4
5,4,3,2,,4,4,1,3,,3,3,1,2,,5,5,3,3,,3,3,2,2,,4,5,1,3,,3,3,1,2,,2,2,1,1,,4,5,2,3,,3,2,1,3
3,2,1,1,,4,3,1,3,,3,3,2,2,,5,4,2,2,,4,4,2,2,,3,2,1,2,,3,2,2,2,,3,2,1,1,,3,3,1,3,,5,5,2,4
5,3,2,2,,3,3,1,2,,3,3,2,1,,4,4,2,3,,3,4,3,1,,4,4,1,4,,3,4,2,,,4,5,2,2,,4,3,2,3,,3,4,1,3
5,4,3,2,,2,3,1,1,,2,3,2,1,,4,5,2,3,,3,3,1,1,,3,4,1,2,,3,3,2,2,,3,2,1,1,,3,4,1,2,,4,5,2,3
3,3,1,2,,3,4,2,3,,3,2,1,2,,3,4,2,2,,4,4,2,1,,2,2,1,2,,4,3,2,2,,3,1,1,1,,4,3,2,3,,5,5,2,4
3,3,1,2,,3,3,2,3,,3,4,2,1,,2,4,1,3,,4,4,1,2,,4,4,2,3,,4,4,2,2,,3,4,1,1,,5,4,2,3,,3,2,1,3
3,3,1,2,,3,3,1,2,,3,4,1,1,,2,4,1,1,,3,3,2,1,,3,4,1,2,,4,5,2,3,,4,5,2,3,,5,5,2,4,,4,4,2,4
3,2,2,1,,3,4,2,3,,3,3,1,1,,2,3,1,2,,4,4,2,3,,2,3,1,2,,3,5,3,3,,4,3,1,2,,4,3,1,3,,5,5,2,4
1,1,1,1,,3,3,1,2,,3,3,2,1,,3,3,2,2,,2,2,1,1,,4,4,1,3,,3,3,2,2,,5,5,1,3,,3,2,1,3,,4,5,1,4
3,1,1,1,,5,4,2,2,,3,2,1,2,,2,3,1,2,,4,4,2,2,,4,5,1,3,,3,4,1,2,,3,4,1,2,,4,5,2,4,,5,4,1,4
4,2,1,1,,4,4,1,2,,4,3,1,2,,3,2,2,2,,3,3,1,2,,2,3,1,2,,3,3,1,3,,4,4,2,1,,3,4,1,2,,4,5,2,3
4,3,2,2,,3,4,1,3,,3,2,3,1,,3,5,1,2,,3,4,3,2,,3,3,2,2,,3,2,1,3,,3,2,1,1,,3,4,1,3,,3,4,1,4
3,2,2,1,,3,3,1,3,,2,3,1,2,,3,4,2,3,,4,4,2,2,,3,3,1,2,,3,3,2,2,,3,4,1,2,,4,5,2,4,,3,4,1,2
4,3,2,3,,3,4,2,2,,3,4,1,2,,2,2,1,1,,3,3,2,2,,3,4,1,2,,4,4,1,3,,3,3,1,2,,4,3,2,3,,4,4,2,3
4,3,2,1,,3,4,2,3,,2,3,1,1,,3,2,1,2,,3,3,2,2,,3,4,1,3,,3,2,1,2,,3,3,1,1,,4,5,2,4,,4,4,2,3
3,2,3,1,,3,3,1,2,,3,3,1,2,,3,3,1,2,,3,2,1,1,,3,3,1,2,,4,3,1,2,,3,2,1,2,,3,4,1,2,,3,2,1,2
5,3,3,2,,4,2,1,3,,3,4,3,2,,2,3,1,1,,4,4,3,3,,4,5,1,3,,3,3,1,2,,2,2,1,1,,3,3,1,3,,3,2,1,3
3,2,2,1,,3,3,2,2,,2,3,3,2,,4,5,1,2,,3,3,2,2,,5,4,1,3,,4,5,1,3,,3,4,1,1,,3,3,1,2,,3,4,1,3
3,3,2,1,,3,3,1,2,,2,2,2,1,,3,5,2,2,,3,4,2,2,,4,5,2,3,,3,3,2,2,,4,2,1,1,,3,4,2,3,,4,4,3,4
4,3,2,2,,3,3,2,2,,3,3,3,1,,5,5,2,2,,4,4,3,3,,4,3,1,3,,3,2,1,2,,3,2,1,2,,4,4,2,3,,3,2,1,3
3,4,4,3,,3,3,2,2,,3,3,1,2,,3,3,2,2,,3,4,2,2,,3,4,1,3,,3,3,2,3,,3,2,1,2,,2,3,1,2,,3,3,1,3
5,4,4,2,,3,3,2,3,,3,3,1,2,,5,5,3,3,,5,5,4,4,,2,3,1,2,,3,4,2,4,,4,5,1,3,,3,2,1,2,,4,5,2,3
4,4,2,2,,4,4,3,2,,2,3,2,1,,4,4,2,3,,4,3,4,3,,4,4,2,2,,3,4,2,2,,3,4,1,3,,3,2,1,1,,3,4,3,4
3,3,1,2,,4,4,3,3,,2,2,1,1,,4,5,1,2,,5,5,2,3,,3,3,2,2,,2,2,1,2,,4,4,2,2,,5,4,2,3,,3,3,1,3
4,4,2,2,,3,3,1,2,,1,2,1,1,,4,5,3,3,,3,3,2,2,,3,3,1,3,,3,2,1,2,,3,2,1,2,,3,3,,,,3,3,1,2
3,2,1,1,,2,2,1,1,,3,2,1,1,,3,2,1,2,,3,3,2,2,,4,5,2,3,,2,2,1,2,,3,4,1,2,,4,5,3,4,,3,5,2,3
3,3,2,1,,2,3,3,2,,2,3,2,1,,4,4,2,2,,4,3,2,2,,4,4,1,3,,2,3,1,1,,1,2,1,1,,3,2,1,2,,4,4,1,3
2,2,1,1,,3,3,1,2,,3,3,1,1,,5,4,1,1,,3,4,2,2,,3,3,1,2,,3,3,2,3,,3,4,1,2,,4,5,1,3,,2,3,1,4
3,2,1,1,,3,2,2,2,,2,2,1,1,,4,5,2,2,,4,5,2,3,,4,5,2,4,,3,2,1,2,,3,3,2,2,,3,2,1,2,,4,4,1,3
3,2,2,1,,3,4,3,1,,2,2,1,1,,4,5,1,2,,3,4,3,2,,2,2,1,2,,2,2,1,2,,4,5,1,,,5,4,2,4,,1,4,1,3
3,3,2,1,,2,2,1,1,,3,2,2,1,,4,5,1,3,,3,4,3,2,,3,3,2,2,,2,2,1,2,,3,4,1,2,,4,2,1,4,,3,3,1,3
2,1,1,1,,2,3,2,2,,3,2,1,2,,3,4,1,2,,5,4,3,3,,3,3,1,2,,3,4,2,3,,2,2,1,1,,3,3,1,2,,3,2,2,3
3,3,1,2,,3,2,2,2,,2,2,1,1,,3,4,1,2,,5,4,2,1,,4,3,1,3,,5,5,2,4,,3,5,1,3,,3,3,1,2,,5,4,3,4
3,3,2,2,,3,2,1,2,,3,3,1,2,,3,3,2,2,,3,3,1,1,,3,3,1,2,,4,4,3,3,,3,2,1,2,,5,3,2,4,,3,4,1,2
1,1,1,1,,3,2,1,1,,3,4,1,1,,3,4,1,3,,5,4,2,3,,3,4,1,3,,3,4,3,2,,3,4,1,2,,5,5,2,3,,2,2,1,1
1,1,1,1,,3,3,1,2,,3,3,1,2,,3,4,1,2,,4,3,2,2,,2,2,1,2,,3,3,1,2,,3,3,1,2,,5,5,2,4,,4,4,1,3
2,2,1,1,,4,4,2,2,,3,3,1,2,,5,5,1,2,,3,3,3,2,,3,2,1,2,,3,3,1,2,,4,5,1,3,,5,5,3,4,,3,5,2,4
1,1,1,1,,3,3,1,2,,3,3,2,1,,4,5,2,3,,3,4,1,1,,3,4,1,2,,4,3,2,3,,3,4,3,3,,3,2,1,2,,3,5,1,4
3,2,2,2,,3,4,1,2,,1,2,1,1,,4,5,1,2,,4,3,1,2,,3,3,2,3,,3,3,2,2,,3,3,1,2,,2,2,2,2,,3,4,2,3
3.1,2.683333333,1.833333333,1.516666667,,3.15,3.316666667,1.65,2.216666667,,2.816666667,2.9,1.566666667,1.55,,3.483333333,3.916666667,1.666666667,2.203389831,,3.6,3.733333333,2.2,2.25,,3.366666667,3.733333333,1.333333333,2.566666667,,3.2,3.372881356,1.716666667,2.491525424,,3.2,3.366666667,1.183333333,1.847457627,,3.683333333,3.633333333,1.745762712,3.050847458,,3.666666667,4.016666667,1.733333333,3.35
3.366666667,3.733333333,1.333333333,2.566666667,,3.2,3.372881356,1.716666667,2.491525424,,3.2,3.366666667,1.183333333,1.847457627,,3.683333333,3.633333333,1.745762712,3.050847458,,3.666666667,4.016666667,1.733333333,3.35,,,,,,,,,,,,,,,,,,,,,,,,,
3.233333333,3.208333333,1.583333333,2.041666667,#DIV/0!,3.175,3.344774011,1.683333333,2.354096045,#DIV/0!,3.008333333,3.133333333,1.375,1.698728814,#DIV/0!,3.583333333,3.775,1.706214689,2.627118644,#DIV/0!,3.633333333,3.875,1.966666667,2.8,,,,,,,,,,,,,,,,,,,,,,,,,
