,closest,proposed,mvdr
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise3_beamformed_9.wav,5,5,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise3_beamformed_9.wav,4,3,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise3_beamformed_9.wav,4,3,1
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise3_beamformed_9.wav,0,3,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise3_beamformed_9.wav,5,4,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise3_beamformed_9.wav,4,5,1
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise3_beamformed_9.wav,3,3,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise3_beamformed_9.wav,2,3,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_beamformed_2.wav,5,4,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_beamformed_2.wav,4,4,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_beamformed_2.wav,4,4,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_beamformed_2.wav,4,5,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_beamformed_2.wav,5,5,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_beamformed_2.wav,5,5,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_beamformed_2.wav,5,4,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_beamformed_2.wav,4,4,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_beamformed_2.wav,5,4,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_beamformed_2.wav,5,4,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_beamformed_3.wav,1,2,1
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_beamformed_3.wav,3,3,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_beamformed_3.wav,3,3,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_beamformed_3.wav,4,5,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_beamformed_3.wav,4,3,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_beamformed_3.wav,4,5,4
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_beamformed_3.wav,4,3,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_beamformed_3.wav,2,3,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_beamformed_3.wav,4,3,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_beamformed_3.wav,5,4,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_mvdr_4.wav,4,3,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_mvdr_4.wav,5,3,1
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_mvdr_4.wav,5,4,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_mvdr_4.wav,4,5,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_mvdr_4.wav,4,3,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_mvdr_4.wav,4,5,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_mvdr_4.wav,5,4,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_mvdr_4.wav,3,3,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_mvdr_4.wav,4,4,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_mvdr_4.wav,4,5,4
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_mvdr_5.wav,4,3,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_mvdr_5.wav,4,4,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_mvdr_5.wav,4,3,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_mvdr_5.wav,5,5,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_mvdr_5.wav,4,4,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_mvdr_5.wav,4,4,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_mvdr_5.wav,5,4,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_mvdr_5.wav,4,4,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_mvdr_5.wav,4,3,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_mvdr_5.wav,3,3,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_mvdr_6.wav,5,5,4
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_mvdr_6.wav,5,4,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_mvdr_6.wav,5,5,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_mvdr_6.wav,3,4,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_mvdr_6.wav,4,2,1
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_mvdr_6.wav,4,4,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_mvdr_6.wav,3,4,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_mvdr_6.wav,5,4,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_mvdr_6.wav,5,4,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_mvdr_6.wav,4,3,1
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_closest_7.wav,5,5,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_closest_7.wav,2,3,1
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_closest_7.wav,5,4,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_closest_7.wav,3,4,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_closest_7.wav,3,3,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_closest_7.wav,4,5,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_closest_7.wav,4,3,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_closest_7.wav,5,4,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_closest_7.wav,2,2,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_closest_7.wav,4,4,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_mvdr_8.wav,4,3,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_mvdr_8.wav,4,4,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_mvdr_8.wav,4,3,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_mvdr_8.wav,5,4,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_mvdr_8.wav,4,5,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_mvdr_8.wav,5,3,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_mvdr_8.wav,5,4,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_mvdr_8.wav,5,4,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_mvdr_8.wav,4,3,1
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_mvdr_8.wav,4,4,1
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_mvdr_9.wav,5,5,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_mvdr_9.wav,5,5,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_mvdr_9.wav,4,3,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_mvdr_9.wav,4,4,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_mvdr_9.wav,2,2,1
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_mvdr_9.wav,4,4,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_mvdr_9.wav,4,5,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_mvdr_9.wav,5,4,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_mvdr_9.wav,4,5,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise4_mvdr_9.wav,3,4,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_closest_2.wav,3,4,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_closest_2.wav,5,5,4
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_closest_2.wav,5,4,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_closest_2.wav,5,4,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_closest_2.wav,5,4,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_closest_2.wav,5,4,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_closest_2.wav,4,4,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_closest_2.wav,3,3,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_closest_2.wav,4,5,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_closest_2.wav,4,3,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_beamformed_3.wav,4,4,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_beamformed_3.wav,3,3,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_beamformed_3.wav,5,4,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_beamformed_3.wav,4,3,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_beamformed_3.wav,3,4,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_beamformed_3.wav,4,4,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_beamformed_3.wav,3,3,1
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_beamformed_3.wav,3,3,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_beamformed_3.wav,5,4,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_beamformed_3.wav,3,3,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_mvdr_4.wav,2,2,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_mvdr_4.wav,4,5,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_mvdr_4.wav,3,3,1
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_mvdr_4.wav,5,4,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_mvdr_4.wav,4,3,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_mvdr_4.wav,5,4,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_mvdr_4.wav,2,3,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_mvdr_4.wav,3,4,1
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_mvdr_4.wav,3,3,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_mvdr_4.wav,5,5,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_mvdr_5.wav,4,3,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_mvdr_5.wav,4,5,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_mvdr_5.wav,5,4,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_mvdr_5.wav,5,4,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_mvdr_5.wav,4,3,1
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_mvdr_5.wav,5,4,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_mvdr_5.wav,3,3,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_mvdr_5.wav,3,4,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_mvdr_5.wav,4,5,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_mvdr_5.wav,4,4,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_closest_6.wav,5,4,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_closest_6.wav,2,3,1
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_closest_6.wav,4,5,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_closest_6.wav,5,4,4
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_closest_6.wav,3,3,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_closest_6.wav,4,4,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_closest_6.wav,2,2,1
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_closest_6.wav,3,3,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_closest_6.wav,4,5,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_closest_6.wav,4,4,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_closest_7.wav,4,5,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_closest_7.wav,5,3,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_closest_7.wav,5,4,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_closest_7.wav,5,5,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_closest_7.wav,5,3,4
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_closest_7.wav,4,3,1
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_closest_7.wav,4,5,5
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_closest_7.wav,5,4,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_closest_7.wav,3,5,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_closest_7.wav,4,3,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_beamformed_8.wav,5,5,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_beamformed_8.wav,5,5,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_beamformed_8.wav,4,4,1
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_beamformed_8.wav,4,5,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_beamformed_8.wav,5,4,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_beamformed_8.wav,3,4,1
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_beamformed_8.wav,5,3,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_beamformed_8.wav,5,5,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_beamformed_8.wav,5,2,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_beamformed_8.wav,4,5,1
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_mvdr_9.wav,4,3,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_mvdr_9.wav,4,3,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_mvdr_9.wav,5,4,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_mvdr_9.wav,5,4,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_mvdr_9.wav,2,2,1
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_mvdr_9.wav,4,5,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_mvdr_9.wav,4,3,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_mvdr_9.wav,5,4,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_mvdr_9.wav,4,5,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Dinei_noise5_mvdr_9.wav,4,5,1
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_closest_1.wav,5,3,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_closest_1.wav,3,3,4
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_closest_1.wav,5,3,4
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_closest_1.wav,2,3,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_closest_1.wav,5,2,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_closest_1.wav,3,2,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_closest_1.wav,3,3,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_closest_1.wav,5,4,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_closest_1.wav,5,4,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_closest_1.wav,3,3,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_closest_2.wav,5,3,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_closest_2.wav,5,3,4
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_closest_2.wav,5,4,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_closest_2.wav,4,3,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_closest_2.wav,4,3,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_closest_2.wav,4,3,4
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_closest_2.wav,2,2,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_closest_2.wav,4,4,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_closest_2.wav,5,5,5
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_closest_2.wav,4,3,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_beamformed_3.wav,5,4,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_beamformed_3.wav,4,3,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_beamformed_3.wav,5,3,4
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_beamformed_3.wav,3,3,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_beamformed_3.wav,5,3,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_beamformed_3.wav,3,3,4
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_beamformed_3.wav,3,3,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_beamformed_3.wav,2,2,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_beamformed_3.wav,2,3,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_beamformed_3.wav,3,3,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_closest_4.wav,5,2,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_closest_4.wav,4,3,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_closest_4.wav,4,2,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_closest_4.wav,1,4,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_closest_4.wav,4,2,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_closest_4.wav,1,2,1
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_closest_4.wav,4,3,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_closest_4.wav,1,2,1
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_closest_4.wav,2,3,1
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_closest_4.wav,3,3,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_closest_5.wav,4,2,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_closest_5.wav,4,4,5
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_closest_5.wav,2,4,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_closest_5.wav,2,4,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_closest_5.wav,1,1,1
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_closest_5.wav,3,4,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_closest_5.wav,4,3,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_closest_5.wav,4,3,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_closest_5.wav,2,1,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_closest_5.wav,4,3,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_closest_6.wav,4,3,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_closest_6.wav,4,2,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_closest_6.wav,3,4,4
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_closest_6.wav,3,4,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_closest_6.wav,3,3,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_closest_6.wav,4,4,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_closest_6.wav,3,4,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_closest_6.wav,2,3,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_closest_6.wav,5,4,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise1_closest_6.wav,5,3,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise2_closest_1.wav,2,2,2
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise2_closest_1.wav,2,3,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise2_closest_1.wav,3,3,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise2_closest_1.wav,1,2,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise2_closest_1.wav,2,3,3
http://research.microsoft.com/en-us/um/people/dinei/Sound/Yang_noise2_closest_1.wav,3,4,5
